return_id,order_id,product_id,market_id,customer_id,return_date,return_quantity,return_reason,return_type,refund_amount_usd,return_shipping_cost_usd,net_loss_usd,processing_status,days_to_return,is_first_return,return_month,return_year
6995,486457,P009,M01,C0144,2023-05-01,3,Packaging Damaged,Full Return,54.15,4.08,58.23,Replacement Sent,29,N,5,2023
6996,309451,P032,M01,C0111,2023-01-27,3,Customer Changed Mind,Full Return,96.03,4.57,100.6,Refund Denied,46,Y,1,2023
6997,467381,P034,M02,C0270,2024-11-20,5,Damaged in Transit,Full Return,85.5,6.42,91.92,Pending Investigation,23,Y,11,2024
6998,40184,P028,M01,C0135,2023-04-14,5,Damaged in Transit,Full Return,111.6,10.26,121.86,Refund Processed,26,N,4,2023
6999,215317,P017,M02,C0182,2022-10-12,6,Quality Below Expectation,Full Return,94.08,6.74,100.82,Replacement Sent,7,N,10,2022
7000,32186,P038,M03,C0094,2022-08-02,12,Customer Changed Mind,Full Return,264.0,20.92,284.92,Under Review,12,N,8,2022
7001,433021,P035,M05,C0251,2024-04-12,14,Packaging Damaged,Full Return,233.24,11.78,245.02,Under Review,21,Y,4,2024
7002,476707,P026,M06,C0253,2024-01-28,4,Packaging Damaged,Partial Return,217.28,14.54,231.82,Refund Processed,32,N,1,2024
7003,201338,P017,M01,C0182,2022-03-14,6,Damaged in Transit,Partial Return,96.0,6.4,102.4,Refund Processed,47,Y,3,2022
7004,347713,P032,M06,C0110,2023-07-24,4,Packaging Damaged,Partial Return,129.36,8.87,138.23,Under Review,18,Y,7,2023
7005,320636,P025,M07,C0079,2022-07-01,6,Customs Rejected,Partial Return,180.0,13.73,193.73,Refund Processed,13,Y,7,2022
7006,467969,P006,M07,C0178,2022-08-20,17,Not As Described,Exchange,272.0,20.63,292.63,Refund Processed,21,Y,8,2022
7007,432333,P039,M06,C0136,2023-03-11,5,Wrong Product Shipped,Full Return,223.1,20.59,243.69,Refund Processed,23,Y,3,2023
7008,388887,P030,M20,C0139,2024-05-09,3,Not As Described,Exchange,45.0,4.29,49.29,Refund Processed,43,Y,5,2024
7009,361916,P031,M05,C0005,2024-08-06,25,Damaged in Transit,Partial Return,525.0,32.77,557.77,Refund Processed,19,Y,8,2024
7010,282403,P018,M02,C0289,2022-02-11,9,Customer Changed Mind,Full Return,117.0,8.66,125.66,Refund Denied,29,Y,2,2022
7011,414506,P018,M02,C0222,2023-05-27,13,Customs Rejected,Partial Return,169.0,7.82,176.82,Refund Processed,34,Y,5,2023
7012,63851,P033,M01,C0150,2025-01-03,7,Wrong Product Shipped,Full Return,151.2,8.93,160.13,Refund Processed,19,N,1,2025
7013,8960,P004,M03,C0145,2023-11-14,4,Customer Changed Mind,Full Return,64.8,5.12,69.92,Refund Processed,13,Y,11,2023
7014,65271,P023,M01,C0227,2024-01-01,9,Customs Rejected,Partial Return,225.99,18.68,244.67,Refund Processed,15,Y,1,2024
7015,254298,P003,M14,C0129,2023-08-26,36,Wrong Product Shipped,Partial Return,828.0,66.08,894.08,Refund Processed,10,Y,8,2023
7016,10160,P036,M07,C0178,2023-09-03,15,Wrong Product Shipped,Exchange,290.4,21.04,311.44,Refund Processed,19,Y,9,2023
7017,8641,P003,M01,C0216,2024-09-11,19,Customs Rejected,Partial Return,428.26,30.69,458.95,Replacement Sent,17,Y,9,2024
7018,270064,P036,M02,C0103,2024-12-09,4,Damaged in Transit,Full Return,79.2,6.43,85.63,Under Review,14,Y,12,2024
7019,204253,P001,M07,C0093,2023-06-15,10,Damaged in Transit,Full Return,147.0,8.32,155.32,Under Review,28,N,6,2023
7020,11602,P006,M02,C0143,2022-12-03,11,Damaged in Transit,Partial Return,170.72,10.32,181.04,Refund Processed,12,Y,12,2022
7021,32590,P020,M02,C0268,2025-01-10,3,Customer Changed Mind,Exchange,64.68,4.65,69.33,Refund Processed,45,Y,1,2025
7022,402131,P040,M01,C0082,2022-03-07,5,Packaging Damaged,Partial Return,333.2,15.32,348.52,Pending Investigation,32,Y,3,2022
7023,339711,P011,M01,C0072,2022-10-02,5,Customer Changed Mind,Partial Return,232.8,14.63,247.43,Refund Processed,26,Y,10,2022
7024,232398,P030,M07,C0003,2025-01-30,5,Damaged in Transit,Exchange,72.75,6.13,78.88,Refund Processed,43,Y,1,2025
7025,249751,P011,M03,C0038,2023-12-21,4,Damaged in Transit,Full Return,182.4,13.74,196.14,Refund Denied,40,Y,12,2023
7026,153796,P032,M02,C0122,2023-01-14,5,Damaged in Transit,Exchange,156.75,11.78,168.53,Refund Processed,40,N,1,2023
7027,318736,P010,M06,C0179,2024-08-03,15,Wrong Product Shipped,Full Return,570.0,23.35,593.35,Refund Denied,9,Y,8,2024
7028,247546,P014,M02,C0009,2023-04-29,5,Wrong Product Shipped,Partial Return,120.0,11.1,131.1,Refund Processed,38,N,4,2023
7029,449509,P022,M07,C0067,2022-01-20,9,Customer Changed Mind,Full Return,141.12,12.44,153.56,Pending Investigation,16,Y,1,2022
7030,125072,P008,M03,C0039,2022-07-01,4,Packaging Damaged,Full Return,54.32,4.55,58.87,Refund Processed,23,Y,7,2022
7031,482119,P011,M10,C0208,2024-05-26,3,Damaged in Transit,Exchange,139.68,6.52,146.2,Refund Processed,14,Y,5,2024
7032,349533,P016,M04,C0193,2023-07-03,5,Damaged in Transit,Full Return,78.4,5.01,83.41,Refund Processed,54,Y,7,2023
7033,419311,P019,M06,C0032,2024-06-19,18,Not As Described,Full Return,441.0,30.12,471.12,Replacement Sent,44,Y,6,2024
7034,56374,P013,M10,C0252,2023-04-19,4,Damaged in Transit,Full Return,70.4,5.43,75.83,Refund Processed,41,Y,4,2023
7035,494072,P022,M09,C0051,2024-10-20,6,Damaged in Transit,Partial Return,91.2,8.11,99.31,Refund Denied,24,Y,10,2024
7036,60167,P040,M12,C0141,2023-12-15,5,Quality Below Expectation,Exchange,333.2,18.19,351.39,Replacement Sent,33,N,12,2023
7037,115786,P001,M02,C0122,2022-02-11,7,Quality Below Expectation,Exchange,94.5,5.11,99.61,Refund Processed,22,Y,2,2022
7038,24571,P009,M02,C0065,2025-01-17,12,Not As Described,Partial Return,223.44,20.98,244.42,Pending Investigation,49,Y,1,2025
7039,267787,P020,M01,C0154,2024-09-18,4,Damaged in Transit,Full Return,88.0,7.25,95.25,Refund Processed,19,Y,9,2024
7040,125219,P014,M08,C0191,2023-08-01,7,Damaged in Transit,Full Return,159.6,10.12,169.72,Under Review,47,Y,8,2023
7041,1343,P026,M01,C0151,2022-07-11,15,Customer Changed Mind,Partial Return,756.0,72.56,828.56,Replacement Sent,13,Y,7,2022
7042,189238,P015,M02,C0197,2024-06-03,10,Damaged in Transit,Full Return,149.6,11.3,160.9,Refund Processed,23,Y,6,2024
7043,272747,P039,M09,C0163,2023-12-01,6,Damaged in Transit,Partial Return,276.0,18.59,294.59,Refund Denied,27,Y,12,2023
7044,73423,P020,M18,C0024,2023-07-24,9,Customer Changed Mind,Full Return,188.1,13.63,201.73,Refund Processed,33,Y,7,2023
7045,57700,P032,M02,C0131,2023-09-11,8,Quality Below Expectation,Full Return,256.08,12.87,268.95,Refund Processed,14,Y,9,2023
7046,163240,P006,M10,C0040,2022-05-02,6,Damaged in Transit,Partial Return,96.0,5.84,101.84,Refund Processed,33,Y,5,2022
7047,43250,P008,M02,C0095,2023-12-28,5,Customer Changed Mind,Exchange,70.0,5.8,75.8,Under Review,35,Y,12,2023
7048,70734,P009,M13,C0013,2023-12-03,9,Quality Below Expectation,Partial Return,150.48,12.68,163.16,Under Review,22,N,12,2023
7049,485182,P022,M05,C0029,2023-01-16,6,Customer Changed Mind,Full Return,84.48,4.52,89.0,Under Review,38,Y,1,2023
7050,68103,P015,M01,C0180,2024-05-31,4,Customer Changed Mind,Exchange,68.0,6.78,74.78,Under Review,31,Y,5,2024
7051,204453,P037,M01,C0015,2023-07-30,4,Packaging Damaged,Partial Return,48.0,3.07,51.07,Refund Processed,51,N,7,2023
7052,182184,P010,M19,C0140,2024-10-26,4,Customs Rejected,Full Return,147.44,11.35,158.79,Pending Investigation,52,Y,10,2024
7053,331590,P023,M03,C0204,2023-12-24,15,Quality Below Expectation,Full Return,405.0,36.62,441.62,Refund Processed,41,Y,12,2023
7054,375393,P019,M03,C0200,2022-10-06,15,Customer Changed Mind,Partial Return,375.0,19.86,394.86,Refund Processed,17,Y,10,2022
7055,209721,P022,M14,C0050,2022-08-03,4,Customer Changed Mind,Full Return,59.52,2.65,62.17,Replacement Sent,18,N,8,2022
7056,43562,P014,M05,C0168,2023-01-24,7,Quality Below Expectation,Partial Return,168.0,14.76,182.76,Refund Processed,24,N,1,2023
7057,212817,P020,M06,C0125,2022-10-30,5,Customer Changed Mind,Partial Return,110.0,5.18,115.18,Pending Investigation,33,Y,10,2022
7058,364007,P024,M11,C0124,2022-10-19,13,Wrong Product Shipped,Full Return,403.52,24.92,428.44,Refund Denied,52,Y,10,2022
7059,147723,P014,M05,C0189,2022-04-25,11,Damaged in Transit,Full Return,264.0,16.28,280.28,Refund Processed,42,Y,4,2022
7060,112277,P010,M02,C0062,2022-08-06,9,Not As Described,Full Return,300.96,22.47,323.43,Refund Processed,14,N,8,2022
7061,160633,P022,M05,C0247,2024-09-27,6,Quality Below Expectation,Full Return,96.0,5.56,101.56,Refund Processed,46,Y,9,2024
7062,97499,P004,M07,C0078,2023-08-11,4,Damaged in Transit,Full Return,72.0,3.65,75.65,Replacement Sent,41,Y,8,2023
7063,76964,P010,M01,C0173,2023-03-06,6,Quality Below Expectation,Exchange,228.0,11.33,239.33,Replacement Sent,21,N,3,2023
7064,476066,P013,M12,C0196,2024-03-04,4,Damaged in Transit,Partial Return,77.6,3.8,81.4,Under Review,47,Y,3,2024
7065,266880,P021,M10,C0047,2023-12-14,4,Wrong Product Shipped,Partial Return,66.96,4.6,71.56,Refund Denied,14,Y,12,2023
7066,157485,P023,M01,C0082,2024-12-07,26,Wrong Product Shipped,Partial Return,680.94,43.77,724.71,Refund Processed,16,Y,12,2024
7067,39592,P020,M13,C0138,2025-01-13,3,Wrong Product Shipped,Partial Return,66.0,3.2,69.2,Refund Denied,47,Y,1,2025
7068,49867,P040,M10,C0221,2023-09-25,8,Damaged in Transit,Full Return,478.72,34.63,513.35,Refund Processed,9,N,9,2023
7069,217191,P027,M01,C0196,2022-11-02,7,Damaged in Transit,Partial Return,232.75,15.43,248.18,Refund Processed,22,Y,11,2022
7070,3533,P024,M03,C0253,2024-10-13,6,Quality Below Expectation,Partial Return,178.56,11.54,190.1,Refund Processed,47,Y,10,2024
7071,380313,P034,M09,C0109,2024-01-22,13,Customer Changed Mind,Exchange,229.32,13.41,242.73,Refund Processed,22,N,1,2024
7072,293818,P019,M18,C0108,2022-09-03,4,Quality Below Expectation,Partial Return,100.0,9.37,109.37,Refund Processed,18,Y,9,2022
7073,308491,P010,M01,C0287,2025-01-19,9,Customer Changed Mind,Exchange,290.7,14.01,304.71,Refund Processed,54,N,1,2025
7074,75349,P018,M04,C0019,2022-09-04,4,Quality Below Expectation,Full Return,49.4,3.51,52.91,Refund Processed,47,N,9,2022
7075,351390,P024,M01,C0225,2023-11-12,6,Damaged in Transit,Full Return,192.0,14.69,206.69,Under Review,32,Y,11,2023
7076,210751,P029,M03,C0025,2022-07-09,9,Damaged in Transit,Partial Return,184.14,12.28,196.42,Under Review,12,Y,7,2022
7077,50346,P011,M05,C0129,2023-08-12,17,Customer Changed Mind,Exchange,816.0,76.7,892.7,Refund Processed,45,Y,8,2023
7078,153938,P038,M02,C0127,2023-02-27,4,Wrong Product Shipped,Partial Return,98.0,6.1,104.1,Replacement Sent,36,Y,2,2023
7079,188681,P004,M07,C0207,2023-05-05,14,Quality Below Expectation,Partial Return,234.36,12.72,247.08,Refund Processed,53,Y,5,2023
7080,37703,P020,M06,C0020,2024-12-12,12,Wrong Product Shipped,Partial Return,250.8,17.14,267.94,Refund Processed,8,N,12,2024
7081,346313,P005,M03,C0196,2024-04-19,10,Quality Below Expectation,Exchange,260.0,13.76,273.76,Refund Processed,44,Y,4,2024
7082,250518,P033,M03,C0199,2023-10-14,3,Quality Below Expectation,Full Return,68.4,5.53,73.93,Pending Investigation,32,N,10,2023
7083,224764,P028,M02,C0122,2024-08-27,4,Damaged in Transit,Partial Return,96.0,7.98,103.98,Pending Investigation,13,Y,8,2024
7084,128056,P011,M01,C0222,2025-01-29,15,Quality Below Expectation,Exchange,684.0,53.58,737.58,Refund Processed,51,N,1,2025
7085,336877,P006,M01,C0071,2023-09-25,3,Damaged in Transit,Full Return,48.0,4.61,52.61,Under Review,27,Y,9,2023
7086,433925,P002,M07,C0013,2024-06-24,10,Damaged in Transit,Full Return,190.0,14.6,204.6,Refund Processed,52,Y,6,2024
7087,328035,P008,M04,C0191,2023-02-03,10,Quality Below Expectation,Partial Return,123.2,5.1,128.3,Pending Investigation,30,N,2,2023
7088,154795,P014,M05,C0011,2023-10-23,7,Wrong Product Shipped,Full Return,164.64,8.75,173.39,Refund Processed,22,Y,10,2023
7089,327590,P002,M02,C0223,2023-05-24,3,Customs Rejected,Full Return,58.2,2.41,60.61,Pending Investigation,9,Y,5,2023
7090,291015,P040,M03,C0183,2022-07-02,11,Quality Below Expectation,Full Return,695.64,34.66,730.3,Pending Investigation,43,Y,7,2022
7091,372739,P007,M03,C0227,2024-03-29,3,Damaged in Transit,Full Return,30.6,1.28,31.88,Refund Processed,32,Y,3,2024
7092,283109,P019,M05,C0225,2024-11-06,5,Quality Below Expectation,Partial Return,122.5,9.19,131.69,Refund Processed,27,Y,11,2024
7093,129775,P025,M09,C0286,2024-01-18,6,Packaging Damaged,Exchange,176.4,12.05,188.45,Refund Processed,32,N,1,2024
7094,208068,P007,M09,C0109,2022-04-23,5,Packaging Damaged,Full Return,60.0,4.45,64.45,Refund Denied,53,Y,4,2022
7095,332361,P018,M08,C0244,2024-01-26,9,Wrong Product Shipped,Partial Return,117.0,10.77,127.77,Pending Investigation,21,N,1,2024
7096,239922,P020,M14,C0084,2022-05-24,4,Wrong Product Shipped,Full Return,77.44,4.16,81.6,Refund Processed,7,Y,5,2022
7097,474549,P022,M01,C0098,2025-02-02,17,Customer Changed Mind,Full Return,263.84,16.25,280.09,Refund Processed,38,N,2,2025
7098,47435,P006,M02,C0100,2024-10-28,6,Quality Below Expectation,Partial Return,96.0,4.11,100.11,Pending Investigation,40,Y,10,2024
7099,30372,P018,M02,C0292,2025-01-12,3,Damaged in Transit,Full Return,37.05,3.59,40.64,Pending Investigation,25,Y,1,2025
7100,479083,P029,M03,C0153,2024-09-18,14,Wrong Product Shipped,Full Return,261.8,21.03,282.83,Replacement Sent,49,Y,9,2024
7101,315372,P035,M03,C0031,2023-06-08,7,Quality Below Expectation,Full Return,113.05,5.45,118.5,Refund Denied,17,Y,6,2023
7102,349791,P027,M07,C0078,2022-08-13,3,Packaging Damaged,Full Return,101.85,7.76,109.61,Refund Processed,24,Y,8,2022
7103,24164,P002,M12,C0123,2022-03-13,4,Damaged in Transit,Full Return,72.0,5.04,77.04,Under Review,43,Y,3,2022
7104,155644,P022,M09,C0219,2023-05-03,4,Wrong Product Shipped,Full Return,62.08,3.74,65.82,Refund Processed,20,Y,5,2023
7105,360972,P038,M01,C0139,2023-03-10,4,Damaged in Transit,Full Return,90.0,5.0,95.0,Refund Processed,21,Y,3,2023
7106,487589,P024,M02,C0047,2022-11-08,13,Wrong Product Shipped,Exchange,403.52,33.4,436.92,Replacement Sent,17,Y,11,2022
7107,65164,P004,M02,C0197,2023-08-27,9,Damaged in Transit,Partial Return,157.14,12.9,170.04,Under Review,32,N,8,2023
7108,282660,P015,M03,C0226,2024-12-18,10,Packaging Damaged,Full Return,158.1,13.13,171.23,Refund Processed,43,N,12,2024
7109,382606,P002,M01,C0039,2022-12-28,3,Wrong Product Shipped,Partial Return,58.8,2.78,61.58,Refund Processed,38,Y,12,2022
7110,187345,P015,M02,C0260,2022-11-19,14,Not As Described,Partial Return,230.86,18.16,249.02,Refund Processed,20,N,11,2022
7111,327266,P036,M04,C0119,2024-12-20,6,Damaged in Transit,Partial Return,122.76,10.27,133.03,Under Review,14,N,12,2024
7112,306710,P037,M03,C0108,2022-05-10,8,Customer Changed Mind,Full Return,86.4,3.72,90.12,Refund Processed,40,N,5,2022
7113,415014,P030,M01,C0083,2022-10-29,25,Packaging Damaged,Full Return,367.5,17.02,384.52,Refund Processed,20,Y,10,2022
7114,43725,P011,M06,C0162,2024-11-07,4,Damaged in Transit,Partial Return,172.8,13.27,186.07,Refund Processed,31,N,11,2024
7115,290002,P007,M09,C0121,2024-04-21,3,Quality Below Expectation,Exchange,36.0,1.53,37.53,Refund Denied,20,Y,4,2024
7116,240477,P015,M06,C0238,2024-09-23,3,Customer Changed Mind,Full Return,51.0,4.76,55.76,Replacement Sent,18,Y,9,2024
7117,313415,P024,M01,C0206,2023-09-17,4,Damaged in Transit,Full Return,128.0,9.82,137.82,Refund Processed,21,Y,9,2023
7118,36618,P031,M03,C0055,2024-03-04,9,Wrong Product Shipped,Full Return,170.1,14.07,184.17,Refund Denied,47,Y,3,2024
7119,21148,P032,M09,C0291,2023-12-07,15,Damaged in Transit,Full Return,495.0,42.73,537.73,Refund Processed,45,N,12,2023
7120,87941,P021,M18,C0026,2023-05-02,6,Customer Changed Mind,Full Return,104.76,5.46,110.22,Refund Processed,19,N,5,2023
7121,35791,P036,M13,C0199,2024-11-09,5,Customer Changed Mind,Partial Return,110.0,4.49,114.49,Pending Investigation,32,Y,11,2024
7122,93545,P035,M09,C0261,2023-08-08,19,Customer Changed Mind,Full Return,306.85,16.1,322.95,Refund Denied,46,Y,8,2023
7123,470307,P023,M17,C0159,2023-11-28,4,Packaging Damaged,Full Return,105.84,10.25,116.09,Refund Processed,22,Y,11,2023
7124,18245,P014,M09,C0080,2025-01-07,3,Damaged in Transit,Full Return,68.4,6.46,74.86,Pending Investigation,17,N,1,2025
7125,261458,P011,M09,C0274,2024-07-20,3,Damaged in Transit,Full Return,136.8,8.11,144.91,Pending Investigation,52,Y,7,2024
7126,394867,P030,M10,C0278,2022-06-09,12,Packaging Damaged,Partial Return,176.4,9.35,185.75,Refund Processed,16,Y,6,2022
7127,445896,P011,M05,C0071,2022-10-19,8,Damaged in Transit,Full Return,384.0,20.07,404.07,Refund Processed,28,Y,10,2022
7128,366507,P011,M12,C0146,2023-05-29,14,Wrong Product Shipped,Partial Return,672.0,28.47,700.47,Refund Processed,51,Y,5,2023
7129,279875,P020,M07,C0103,2023-04-15,3,Customer Changed Mind,Full Return,66.0,4.31,70.31,Refund Processed,12,Y,4,2023
7130,403079,P013,M16,C0135,2023-10-04,6,Packaging Damaged,Full Return,117.6,5.47,123.07,Replacement Sent,52,Y,10,2023
7131,152937,P031,M01,C0265,2024-12-08,3,Wrong Product Shipped,Full Return,61.74,3.71,65.45,Refund Processed,8,Y,12,2024
7132,378659,P009,M07,C0212,2023-11-23,3,Not As Described,Full Return,48.45,2.37,50.82,Under Review,18,Y,11,2023
7133,107139,P010,M01,C0014,2024-03-25,5,Damaged in Transit,Partial Return,184.3,16.75,201.05,Refund Processed,33,N,3,2024
7134,236563,P032,M06,C0093,2024-01-04,6,Quality Below Expectation,Partial Return,168.3,8.09,176.39,Under Review,46,Y,1,2024
7135,97220,P007,M02,C0278,2024-03-19,7,Packaging Damaged,Full Return,84.0,8.29,92.29,Pending Investigation,39,N,3,2024
7136,269925,P017,M01,C0083,2023-06-28,7,Customer Changed Mind,Full Return,104.16,8.46,112.62,Refund Processed,18,Y,6,2023
7137,251314,P037,M02,C0151,2023-10-24,3,Damaged in Transit,Partial Return,34.2,2.55,36.75,Refund Processed,7,Y,10,2023
7138,182233,P001,M03,C0267,2024-03-06,5,Wrong Product Shipped,Partial Return,69.75,5.83,75.58,Refund Processed,51,Y,3,2024
7139,55240,P014,M06,C0126,2024-05-27,6,Quality Below Expectation,Full Return,129.6,9.92,139.52,Pending Investigation,43,N,5,2024
7140,348526,P011,M03,C0240,2024-01-18,12,Customs Rejected,Full Return,576.0,23.58,599.58,Pending Investigation,46,Y,1,2024
7141,79935,P003,M01,C0106,2023-09-24,8,Damaged in Transit,Partial Return,171.12,13.97,185.09,Pending Investigation,11,N,9,2023
7142,121493,P025,M07,C0131,2023-06-30,4,Wrong Product Shipped,Exchange,116.4,6.73,123.13,Refund Denied,11,Y,6,2023
7143,126462,P002,M12,C0268,2024-10-08,8,Packaging Damaged,Full Return,155.2,13.32,168.52,Refund Processed,12,N,10,2024
7144,482536,P027,M01,C0039,2024-08-12,12,Wrong Product Shipped,Partial Return,411.6,37.36,448.96,Pending Investigation,24,Y,8,2024
7145,71833,P033,M15,C0241,2022-08-30,4,Customer Changed Mind,Full Return,86.4,3.52,89.92,Refund Processed,34,Y,8,2022
7146,347542,P028,M01,C0070,2022-10-11,6,Wrong Product Shipped,Full Return,136.8,7.43,144.23,Refund Processed,14,Y,10,2022
7147,421763,P014,M03,C0223,2023-03-02,5,Quality Below Expectation,Full Return,117.6,4.91,122.51,Refund Denied,44,Y,3,2023
7148,305638,P040,M07,C0141,2025-01-10,5,Wrong Product Shipped,Partial Return,329.8,23.28,353.08,Refund Processed,23,Y,1,2025
7149,69138,P017,M01,C0242,2024-05-27,3,Customer Changed Mind,Partial Return,43.2,1.88,45.08,Refund Processed,24,Y,5,2024
7150,489283,P008,M05,C0277,2024-07-27,14,Damaged in Transit,Full Return,196.0,13.22,209.22,Replacement Sent,40,Y,7,2024
7151,247635,P031,M12,C0113,2023-03-18,6,Damaged in Transit,Full Return,126.0,10.97,136.97,Replacement Sent,53,N,3,2023
7152,151524,P032,M09,C0100,2023-01-17,7,Packaging Damaged,Partial Return,219.45,18.04,237.49,Refund Processed,36,Y,1,2023
7153,475562,P006,M13,C0047,2023-12-24,6,Wrong Product Shipped,Exchange,91.2,8.92,100.12,Pending Investigation,11,Y,12,2023
7154,368981,P026,M02,C0238,2023-09-08,8,Not As Described,Partial Return,394.24,19.82,414.06,Refund Processed,43,N,9,2023
7155,439100,P002,M11,C0005,2024-02-29,11,Quality Below Expectation,Full Return,193.6,18.85,212.45,Refund Processed,13,Y,2,2024
7156,128604,P006,M03,C0049,2024-05-30,7,Customs Rejected,Exchange,100.8,6.82,107.62,Replacement Sent,21,N,5,2024
7157,88370,P035,M07,C0149,2024-10-03,9,Wrong Product Shipped,Full Return,149.94,14.28,164.22,Refund Processed,46,Y,10,2024
7158,241474,P008,M09,C0072,2023-06-07,8,Quality Below Expectation,Full Return,100.8,4.93,105.73,Refund Processed,12,Y,6,2023
7159,281357,P012,M18,C0205,2023-02-09,12,Wrong Product Shipped,Partial Return,237.6,20.4,258.0,Replacement Sent,35,Y,2,2023
7160,186665,P038,M03,C0253,2023-01-27,3,Damaged in Transit,Full Return,72.75,5.2,77.95,Refund Denied,31,N,1,2023
