country,region,category,product_name,total_shipments,avg_fob_per_unit_usd,avg_freight_per_unit_usd,avg_insurance_per_unit_usd,avg_customs_per_unit_usd,avg_port_per_unit_usd,avg_lastmile_per_unit_usd,avg_demurrage_per_unit_usd,avg_total_lc_per_unit_usd,avg_exporter_margin_per_unit_usd,avg_exporter_margin_pct,avg_lc_fob_ratio,freight_pct_of_lc,customs_pct_of_lc,lastmile_pct_of_lc,total_demurrage_usd,route_efficiency
Singapore,Asia Pacific,Decor,Madhubani Art Canvas Print Large,264,21.1492,0.1225,0.2115,0.0,1.0379,0.25,0.3365,23.1076,20.8152,98.42,1.0927,0.5,0.0,1.1,7456.34,Efficient Route
Portugal,Europe,Kitchen,Copper Water Bottle 750ml,30,21.2227,0.1596,0.2122,0.0,1.0176,0.32,0.259,23.1911,20.8508,98.25,1.0923,0.7,0.0,1.4,1080.81,Efficient Route
Netherlands,Europe,Decor,Jute Rope Mirror Frame Round,91,23.9588,0.357,0.2396,0.0,1.0251,0.32,0.2684,26.1688,23.3622,97.51,1.0922,1.4,0.0,1.2,2007.92,Efficient Route
Germany,Europe,Kitchen,Copper Water Bottle 750ml,162,21.1336,0.1596,0.2113,0.0,1.0168,0.32,0.2366,23.0779,20.7626,98.24,1.0921,0.7,0.0,1.4,2998.21,Efficient Route
Japan,Asia Pacific,Storage,Woven Seagrass Floor Basket,48,22.3052,0.385,0.2231,0.0,0.9005,0.25,0.2791,24.343,21.6971,97.27,1.0919,1.6,0.0,1.0,1076.32,Efficient Route
Italy,Europe,Storage,Woven Seagrass Floor Basket,51,22.089,0.462,0.2209,0.0,0.9135,0.32,0.1014,24.1067,21.4061,96.91,1.0915,1.9,0.0,1.3,726.48,Efficient Route
Ireland,Europe,Rugs,Jute Braided Area Rug 2x3ft,36,28.9167,0.588,0.2892,0.0,1.2422,0.32,0.212,31.568,28.0395,96.96,1.0915,1.9,0.0,1.0,381.63,Efficient Route
France,Europe,Kitchen,Copper Water Bottle 750ml,84,21.1698,0.1596,0.2117,0.0,1.0163,0.32,0.21,23.0874,20.7985,98.24,1.0913,0.7,0.0,1.4,1198.78,Efficient Route
Singapore,Asia Pacific,Decor,Warli Art Wall Plate Set of 3,174,23.0303,0.315,0.2303,0.0,1.0104,0.25,0.2865,25.1225,22.485,97.63,1.091,1.3,0.0,1.0,4564.98,Efficient Route
UK,Europe,Lighting,Rattan Pendant Lamp Shade,252,26.0121,0.336,0.2601,0.0,0.9881,0.32,0.4428,28.3592,25.416,97.71,1.0904,1.2,0.0,1.1,8993.17,Efficient Route
Japan,Asia Pacific,Kitchen,Ceramic Mug Set of 4,52,21.2215,0.2975,0.2122,0.0,1.0335,0.25,0.1215,23.1362,20.7118,97.6,1.0903,1.3,0.0,1.1,555.9,Efficient Route
Ireland,Europe,Decor,Jute Rope Mirror Frame Round,20,23.925,0.357,0.2392,0.0,0.9846,0.32,0.2265,26.0523,23.3288,97.5,1.0901,1.4,0.0,1.2,226.5,Efficient Route
UK,Europe,Decor,Madhubani Art Canvas Print Large,374,21.0553,0.147,0.2106,0.0,0.9609,0.32,0.2504,22.9442,20.6977,98.3,1.0898,0.6,0.0,1.4,8024.26,Efficient Route
Singapore,Asia Pacific,Decor,Brass Tealight Holder Set of 4,159,21.0771,0.2275,0.2108,0.0,1.046,0.25,0.1527,22.9641,20.6389,97.92,1.0898,1.0,0.0,1.1,2993.61,Efficient Route
Portugal,Europe,Kitchen,Teak Wood Cheese Board,25,23.3088,0.357,0.2331,0.0,1.013,0.32,0.1664,25.3983,22.7187,97.47,1.0896,1.4,0.0,1.3,435.8,Efficient Route
Spain,Europe,Lighting,Rattan Pendant Lamp Shade,56,26.1032,0.336,0.261,0.0,1.1272,0.32,0.2881,28.4355,25.5062,97.71,1.0895,1.2,0.0,1.1,1194.33,Efficient Route
Spain,Europe,Decor,Macrame Wall Hanging Large,80,25.0868,0.273,0.2509,0.0,1.0564,0.32,0.3346,27.3216,24.5629,97.91,1.0894,1.0,0.0,1.2,3086.04,Efficient Route
Singapore,Asia Pacific,Storage,Woven Seagrass Floor Basket,182,22.037,0.385,0.2204,0.0,0.9869,0.25,0.125,24.0043,21.4317,97.25,1.0893,1.6,0.0,1.0,1806.4,Efficient Route
Portugal,Europe,Decor,Madhubani Art Canvas Print Large,44,21.055,0.147,0.2106,0.0,0.9498,0.32,0.2417,22.9241,20.6974,98.3,1.0888,0.6,0.0,1.4,1540.85,Efficient Route
Spain,Europe,Decor,Madhubani Art Canvas Print Large,66,21.1733,0.147,0.2117,0.0,1.0641,0.32,0.1328,23.049,20.8146,98.3,1.0886,0.6,0.0,1.4,1170.27,Efficient Route
Netherlands,Europe,Decor,Madhubani Art Canvas Print Large,105,21.1829,0.147,0.2118,0.0,0.9731,0.32,0.2206,23.0554,20.824,98.31,1.0883,0.6,0.0,1.4,2464.56,Efficient Route
Germany,Europe,Decor,Jute Rope Mirror Frame Round,144,24.1181,0.357,0.2412,0.0,0.9565,0.32,0.2544,26.2471,23.5199,97.52,1.0883,1.4,0.0,1.2,3492.08,Efficient Route
Singapore,Asia Pacific,Decor,Jute Rope Mirror Frame Round,148,23.9527,0.2975,0.2395,0.0,0.9709,0.25,0.3487,26.0593,23.4157,97.76,1.0883,1.1,0.0,1.0,4163.95,Efficient Route
Portugal,Europe,Decor,Jute Rope Mirror Frame Round,21,23.7262,0.357,0.2373,0.0,0.9666,0.32,0.2053,25.8124,23.1319,97.49,1.0882,1.4,0.0,1.2,501.48,Efficient Route
Singapore,Asia Pacific,Kitchen,Teak Wood Cheese Board,158,23.119,0.2975,0.2312,0.0,1.0288,0.25,0.2281,25.1545,22.5903,97.71,1.0882,1.2,0.0,1.0,3145.77,Efficient Route
Germany,Europe,Rugs,Jute Braided Area Rug 2x3ft,239,28.8126,0.588,0.2881,0.0,1.0333,0.32,0.2998,31.3417,27.9364,96.96,1.088,1.9,0.0,1.0,6073.46,Efficient Route
Germany,Europe,Lighting,Rattan Pendant Lamp Shade,159,25.9098,0.336,0.2591,0.0,0.9728,0.32,0.3875,28.1852,25.3147,97.7,1.0879,1.2,0.0,1.1,5012.78,Efficient Route
Japan,Asia Pacific,Decor,Madhubani Art Canvas Print Large,61,21.2498,0.1225,0.2125,0.0,0.9911,0.25,0.2882,23.1142,20.9149,98.42,1.0879,0.5,0.0,1.1,1239.41,Efficient Route
Sweden,Europe,Decor,Warli Art Wall Plate Set of 3,51,23.2518,0.378,0.2325,0.0,0.9877,0.32,0.1138,25.2838,22.6413,97.37,1.0877,1.5,0.0,1.3,535.34,Efficient Route
France,Europe,Rugs,Jute Braided Area Rug 2x3ft,134,28.603,0.588,0.286,0.0,0.995,0.32,0.3133,31.1053,27.729,96.94,1.0876,1.9,0.0,1.0,3493.27,Efficient Route
Portugal,Europe,Kitchen,Copper Water Bottle 1L,40,23.9625,0.189,0.2396,0.0,1.0527,0.32,0.2935,26.0573,23.5339,98.21,1.0873,0.7,0.0,1.2,1536.67,Efficient Route
Sweden,Europe,Decor,Jute Rope Mirror Frame Round,56,24.1607,0.357,0.2416,0.0,0.9178,0.32,0.2739,26.2711,23.5621,97.52,1.0873,1.4,0.0,1.2,902.86,Efficient Route
Italy,Europe,Decor,Macrame Wall Hanging Large,75,25.0744,0.273,0.2507,0.0,1.0078,0.32,0.3426,27.2685,24.5506,97.91,1.0873,1.0,0.0,1.2,1638.73,Efficient Route
Netherlands,Europe,Decor,Macrame Wall Hanging Large,110,24.8725,0.273,0.2487,0.0,1.0464,0.32,0.2785,27.0391,24.3508,97.9,1.0873,1.0,0.0,1.2,2438.7,Efficient Route
Japan,Asia Pacific,Decor,Jute Rope Mirror Frame Round,51,23.9461,0.2975,0.2395,0.0,1.0539,0.25,0.2512,26.0382,23.4091,97.76,1.0872,1.1,0.0,1.0,851.91,Efficient Route
Italy,Europe,Rugs,Jute Braided Area Rug 2x3ft,78,28.7192,0.588,0.2872,0.0,0.9669,0.32,0.3377,31.219,27.844,96.95,1.087,1.9,0.0,1.0,2322.46,Efficient Route
Spain,Europe,Rugs,Jute Braided Area Rug 2x3ft,74,28.7716,0.588,0.2877,0.0,0.9608,0.32,0.3342,31.2623,27.8959,96.95,1.0866,1.9,0.0,1.0,2281.79,Efficient Route
Italy,Europe,Kitchen,Copper Water Bottle 750ml,59,21.2058,0.1596,0.2121,0.0,0.9313,0.32,0.2039,23.0326,20.8341,98.25,1.0866,0.7,0.0,1.4,1266.42,Efficient Route
France,Europe,Kitchen,Copper Water Bottle 1L,181,23.9751,0.189,0.2397,0.0,1.0437,0.32,0.2768,26.0444,23.5464,98.21,1.0864,0.7,0.0,1.2,3866.07,Efficient Route
UK,Europe,Kitchen,Copper Water Bottle 1L,352,23.9716,0.189,0.2397,0.0,1.0371,0.32,0.28,26.0374,23.5429,98.21,1.0864,0.7,0.0,1.2,7710.9,Efficient Route
Portugal,Europe,Decor,Warli Art Wall Plate Set of 3,24,23.28,0.378,0.2328,0.0,1.0755,0.32,0.0,25.2863,22.6692,97.37,1.0862,1.5,0.0,1.3,0.0,Efficient Route
Spain,Europe,Kitchen,Copper Water Bottle 1L,83,24.0843,0.189,0.2408,0.0,1.0719,0.32,0.2475,26.1536,23.6545,98.21,1.086,0.7,0.0,1.2,1571.21,Efficient Route
UK,Europe,Rugs,Jute Braided Area Rug 2x3ft,380,28.7763,0.588,0.2878,0.0,1.0265,0.32,0.2415,31.24,27.9006,96.95,1.0859,1.9,0.0,1.0,7175.49,Efficient Route
Japan,Asia Pacific,Kitchen,Copper Water Bottle 750ml,52,21.0988,0.133,0.211,0.0,1.014,0.25,0.1895,22.8963,20.7549,98.37,1.0856,0.6,0.0,1.1,509.69,Efficient Route
Sweden,Europe,Decor,Madhubani Art Canvas Print Large,73,21.1923,0.147,0.2119,0.0,0.978,0.32,0.1537,23.003,20.8334,98.31,1.0856,0.6,0.0,1.4,1568.22,Efficient Route
UK,Europe,Decor,Macrame Wall Hanging Large,387,25.0137,0.273,0.2501,0.0,1.043,0.32,0.2358,27.1357,24.4906,97.91,1.085,1.0,0.0,1.2,7931.59,Efficient Route
Netherlands,Europe,Kitchen,Copper Water Bottle 1L,127,24.0709,0.189,0.2407,0.0,1.0525,0.32,0.2371,26.1102,23.6412,98.21,1.085,0.7,0.0,1.2,2783.91,Efficient Route
Japan,Asia Pacific,Lighting,Rattan Pendant Lamp Shade,43,25.9012,0.28,0.259,0.0,0.9984,0.25,0.4062,28.0948,25.3622,97.92,1.0849,1.0,0.0,0.9,1420.17,Efficient Route
France,Europe,Decor,Macrame Wall Hanging Large,150,24.9513,0.273,0.2495,0.0,1.0605,0.32,0.2038,27.0582,24.4288,97.9,1.0848,1.0,0.0,1.2,2757.72,Efficient Route
Italy,Europe,Lighting,Rattan Pendant Lamp Shade,66,26.2677,0.336,0.2627,0.0,1.0527,0.32,0.2586,28.4977,25.669,97.72,1.0847,1.2,0.0,1.1,1113.91,Efficient Route
Italy,Europe,Decor,Jute Rope Mirror Frame Round,57,23.8728,0.357,0.2387,0.0,0.9552,0.32,0.1355,25.8793,23.2771,97.5,1.0842,1.4,0.0,1.2,799.12,Efficient Route
Sweden,Europe,Decor,Macrame Wall Hanging Large,71,25.2383,0.273,0.2524,0.0,0.9062,0.32,0.3514,27.3413,24.7129,97.92,1.0839,1.0,0.0,1.2,1923.57,Efficient Route
Sweden,Europe,Rugs,Jute Braided Area Rug 2x3ft,82,29.0524,0.588,0.2905,0.0,1.0572,0.32,0.1664,31.4746,28.1739,96.97,1.0837,1.9,0.0,1.0,1067.61,Efficient Route
Ireland,Europe,Kitchen,Teak Wood Salad Bowl Large,42,31.5857,0.504,0.3158,0.0,1.085,0.32,0.3996,34.2101,30.7659,97.4,1.0836,1.5,0.0,0.9,1438.55,Efficient Route
Italy,Europe,Lighting,Bamboo Table Lamp,52,30.6892,0.462,0.3069,0.0,1.0713,0.32,0.4021,33.2515,29.9203,97.49,1.0834,1.4,0.0,1.0,1571.0,Efficient Route
Germany,Europe,Decor,Macrame Wall Hanging Large,217,25.0187,0.273,0.2502,0.0,1.0557,0.32,0.1897,27.1073,24.4955,97.91,1.0834,1.0,0.0,1.2,3981.12,Efficient Route
Spain,Europe,Kitchen,Ceramic Mug Set of 4,36,21.0772,0.357,0.2108,0.0,0.8627,0.32,0.0,22.8277,20.5094,97.3,1.0833,1.6,0.0,1.4,0.0,Efficient Route
Netherlands,Europe,Rugs,Jute Braided Area Rug 2x3ft,111,28.7892,0.588,0.2879,0.0,0.962,0.32,0.2338,31.1809,27.9133,96.95,1.0832,1.9,0.0,1.0,2087.26,Efficient Route
Singapore,Asia Pacific,Rugs,Jute Braided Area Rug 2x3ft,233,28.8026,0.49,0.288,0.0,1.0358,0.25,0.3271,31.1935,28.0245,97.3,1.0832,1.6,0.0,0.8,6566.38,Efficient Route
Germany,Europe,Kitchen,Copper Water Bottle 1L,239,23.9289,0.189,0.2393,0.0,0.9803,0.32,0.2537,25.9112,23.5006,98.21,1.0832,0.7,0.0,1.2,5655.44,Efficient Route
Sweden,Europe,Lighting,Rattan Pendant Lamp Shade,51,25.7718,0.336,0.2577,0.0,0.9956,0.32,0.2261,27.9072,25.1781,97.69,1.083,1.2,0.0,1.1,1292.99,Efficient Route
Netherlands,Europe,Lighting,Rattan Pendant Lamp Shade,89,26.0535,0.336,0.2605,0.0,1.0456,0.32,0.1878,28.2034,25.4569,97.71,1.0828,1.2,0.0,1.1,1458.72,Efficient Route
Singapore,Asia Pacific,Kitchen,Copper Water Bottle 750ml,169,21.1643,0.133,0.2116,0.0,1.0148,0.25,0.132,22.9057,20.8196,98.37,1.0823,0.6,0.0,1.1,2067.94,Efficient Route
Singapore,Asia Pacific,Decor,Macrame Wall Hanging Large,226,24.9278,0.2275,0.2493,0.0,0.9687,0.25,0.3518,26.9751,24.451,98.09,1.0821,0.8,0.0,0.9,6739.8,Efficient Route
Japan,Asia Pacific,Rugs,Jute Braided Area Rug 2x3ft,76,28.9382,0.49,0.2894,0.0,1.1207,0.25,0.2181,31.3063,28.1588,97.3,1.0819,1.6,0.0,0.8,1033.24,Efficient Route
Spain,Europe,Lighting,Bamboo Table Lamp,60,30.6933,0.462,0.3069,0.0,1.0517,0.32,0.3465,33.1805,29.9244,97.49,1.0818,1.4,0.0,1.0,1585.29,Efficient Route
France,Europe,Lighting,Bamboo Table Lamp,92,30.5704,0.462,0.3057,0.0,1.0379,0.32,0.3667,33.0627,29.8027,97.49,1.0818,1.4,0.0,1.0,2683.04,Efficient Route
Spain,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,77,33.7864,0.672,0.3379,0.0,0.9921,0.32,0.4276,36.536,32.7765,97.01,1.0815,1.8,0.0,0.9,2674.27,Efficient Route
Portugal,Europe,Rugs,Jute Braided Area Rug 2x3ft,35,28.6543,0.588,0.2865,0.0,1.1101,0.32,0.0,30.959,27.7797,96.94,1.0806,1.9,0.0,1.0,0.0,Efficient Route
Japan,Asia Pacific,Kitchen,Copper Water Bottle 1L,87,24.0747,0.1575,0.2407,0.0,1.0273,0.25,0.2612,26.0115,23.6764,98.34,1.0805,0.6,0.0,1.0,1987.53,Efficient Route
UK,Europe,Lighting,Bamboo Table Lamp,259,30.7299,0.462,0.3073,0.0,1.0127,0.32,0.3565,33.1884,29.9606,97.49,1.0803,1.4,0.0,1.0,8330.89,Efficient Route
Ireland,Europe,Lighting,Bamboo Table Lamp,22,30.5745,0.462,0.3058,0.0,1.0338,0.32,0.3401,33.0362,29.8068,97.49,1.0802,1.4,0.0,1.0,505.18,Efficient Route
Singapore,Asia Pacific,Lighting,Rattan Pendant Lamp Shade,142,26.0474,0.28,0.2605,0.0,0.9674,0.25,0.3205,28.1258,25.5069,97.92,1.0801,1.0,0.0,0.9,4749.23,Efficient Route
France,Europe,Decor,Madhubani Art Canvas Print Large,134,21.1036,0.147,0.211,0.0,0.9456,0.32,0.0708,22.798,20.7455,98.3,1.0801,0.6,0.0,1.4,919.07,Efficient Route
Spain,Europe,Kitchen,Teak Wood Salad Bowl Large,80,31.5191,0.504,0.3152,0.0,1.0369,0.32,0.3392,34.0344,30.6999,97.4,1.08,1.5,0.0,0.9,1433.03,Efficient Route
Germany,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,250,33.621,0.672,0.3362,0.0,1.0498,0.32,0.2885,36.2875,32.6128,97.0,1.0794,1.9,0.0,0.9,5841.25,Efficient Route
UK,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,388,33.5693,0.672,0.3357,0.0,1.0457,0.32,0.2587,36.2015,32.5616,96.99,1.0786,1.9,0.0,0.9,8120.7,Efficient Route
UK,Europe,Kitchen,Teak Wood Salad Bowl Large,360,31.6928,0.504,0.3169,0.0,1.0493,0.32,0.288,34.1711,30.8719,97.41,1.0782,1.5,0.0,0.9,7803.55,Efficient Route
Japan,Asia Pacific,Decor,Macrame Wall Hanging Large,72,25.0358,0.2275,0.2504,0.0,1.0045,0.25,0.2248,26.993,24.558,98.09,1.0781,0.8,0.0,0.9,1353.33,Efficient Route
Ireland,Europe,Decor,Macrame Wall Hanging Large,43,24.8088,0.273,0.2481,0.0,0.9681,0.32,0.1205,26.7385,24.2877,97.9,1.078,1.0,0.0,1.2,535.25,Efficient Route
Ireland,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,42,33.675,0.672,0.3367,0.0,1.0766,0.32,0.2153,36.2957,32.6662,97.0,1.078,1.9,0.0,0.9,1264.02,Efficient Route
Sweden,Europe,Lighting,Bamboo Table Lamp,54,30.7022,0.462,0.307,0.0,1.0213,0.32,0.2784,33.0909,29.9332,97.49,1.0779,1.4,0.0,1.0,1024.02,Efficient Route
Sweden,Europe,Kitchen,Copper Water Bottle 1L,80,23.9031,0.189,0.239,0.0,0.9916,0.32,0.1173,25.76,23.4751,98.21,1.0777,0.7,0.0,1.2,745.51,Efficient Route
Germany,Europe,Lighting,Bamboo Table Lamp,158,30.7403,0.462,0.3074,0.0,1.0027,0.32,0.2832,33.1156,29.9709,97.49,1.0775,1.4,0.0,1.0,3318.84,Efficient Route
Portugal,Europe,Lighting,Bamboo Table Lamp,25,30.6176,0.462,0.3062,0.0,0.9491,0.32,0.3152,32.9701,29.8494,97.49,1.0773,1.4,0.0,1.0,521.95,Efficient Route
Germany,Europe,Kitchen,Teak Wood Salad Bowl Large,260,31.7663,0.504,0.3177,0.0,0.9926,0.32,0.3032,34.2038,30.9446,97.41,1.0768,1.5,0.0,0.9,6206.29,Efficient Route
France,Europe,Lighting,Rattan Pendant Lamp Shade,95,25.9285,0.336,0.2593,0.0,0.9762,0.32,0.0961,27.9161,25.3332,97.7,1.0768,1.2,0.0,1.1,1122.52,Efficient Route
Ireland,Europe,Textiles,Kantha Quilt Throw Blanket,45,36.6151,0.504,0.3662,0.0,1.0601,0.32,0.568,39.4333,35.745,97.62,1.0765,1.3,0.0,0.8,1832.03,Efficient Route
Italy,Europe,Kitchen,Teak Wood Salad Bowl Large,70,31.3736,0.504,0.3137,0.0,1.016,0.32,0.2437,33.771,30.5558,97.39,1.0764,1.5,0.0,1.0,1512.22,Efficient Route
Ireland,Europe,Kitchen,Copper Water Bottle 1L,45,23.6556,0.189,0.2366,0.0,0.8557,0.32,0.2093,25.4661,23.23,98.2,1.0762,0.7,0.0,1.3,884.95,Efficient Route
Portugal,Europe,Textiles,Kantha Quilt Throw Blanket,41,37.0361,0.504,0.3704,0.0,0.9558,0.32,0.6637,39.85,36.1617,97.64,1.0761,1.3,0.0,0.8,1790.75,Efficient Route
France,Europe,Kitchen,Teak Wood Salad Bowl Large,147,31.799,0.504,0.318,0.0,1.018,0.32,0.251,34.21,30.977,97.41,1.0759,1.5,0.0,0.9,2318.86,Efficient Route
Portugal,Europe,Kitchen,Teak Wood Salad Bowl Large,37,31.2251,0.504,0.3123,0.0,1.064,0.32,0.1721,33.5975,30.4089,97.38,1.0759,1.5,0.0,1.0,529.75,Efficient Route
Portugal,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,48,33.5927,0.672,0.3359,0.0,1.0946,0.32,0.114,36.1293,32.5848,97.0,1.0758,1.9,0.0,0.9,858.39,Efficient Route
Portugal,Europe,Lighting,Rattan Pendant Lamp Shade,38,25.65,0.336,0.2565,0.0,0.9226,0.32,0.1011,27.5862,25.0575,97.69,1.0756,1.2,0.0,1.2,215.74,Efficient Route
Netherlands,Europe,Lighting,Bamboo Table Lamp,68,30.5694,0.462,0.3057,0.0,0.9411,0.32,0.2738,32.872,29.8017,97.49,1.0753,1.4,0.0,1.0,1589.15,Efficient Route
Sweden,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,81,33.8117,0.672,0.3381,0.0,0.9479,0.32,0.2563,36.346,32.8016,97.01,1.0749,1.9,0.0,0.9,1903.34,Efficient Route
Italy,Europe,Kitchen,Copper Water Bottle 1L,75,24.1633,0.189,0.2416,0.0,0.9523,0.32,0.1058,25.9721,23.7327,98.22,1.0749,0.7,0.0,1.2,935.31,Efficient Route
France,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,159,33.7739,0.672,0.3377,0.0,0.9852,0.32,0.1975,36.2864,32.7642,97.01,1.0743,1.9,0.0,0.9,2684.32,Efficient Route
Japan,Asia Pacific,Rugs,Cotton Dhurrie Rug 3x5ft,82,33.7366,0.56,0.3374,0.0,1.0197,0.25,0.3107,36.2144,32.8392,97.34,1.0734,1.5,0.0,0.7,2536.55,Efficient Route
Italy,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,71,33.462,0.672,0.3346,0.0,0.9612,0.32,0.1658,35.9156,32.4554,96.99,1.0734,1.9,0.0,0.9,1141.44,Efficient Route
Singapore,Asia Pacific,Kitchen,Copper Water Bottle 1L,240,23.9833,0.1575,0.2398,0.0,0.968,0.25,0.1326,25.7313,23.586,98.34,1.073,0.6,0.0,1.0,3411.7,Efficient Route
Netherlands,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,115,33.7917,0.672,0.3379,0.0,0.9483,0.32,0.184,36.254,32.7818,97.01,1.0729,1.9,0.0,0.9,2093.98,Efficient Route
Netherlands,Europe,Kitchen,Teak Wood Salad Bowl Large,115,31.7202,0.504,0.3172,0.0,1.0293,0.32,0.1303,34.021,30.899,97.41,1.0726,1.5,0.0,0.9,1359.93,Efficient Route
Singapore,Asia Pacific,Kitchen,Teak Wood Salad Bowl Large,226,31.7632,0.42,0.3176,0.0,1.0028,0.25,0.3087,34.0624,31.0256,97.68,1.0723,1.2,0.0,0.7,5771.3,Efficient Route
Portugal,Europe,Rugs,Jute Braided Area Rug 4x6ft,34,53.3153,1.344,0.5332,0.0,1.1032,0.32,0.5252,57.1409,51.4381,96.47,1.0717,2.4,0.0,0.6,1398.98,Efficient Route
Sweden,Europe,Kitchen,Teak Wood Salad Bowl Large,68,31.4228,0.504,0.3142,0.0,0.9912,0.32,0.0877,33.64,30.6046,97.39,1.0705,1.5,0.0,1.0,637.39,Efficient Route
Japan,Asia Pacific,Kitchen,Teak Wood Salad Bowl Large,63,31.7429,0.42,0.3174,0.0,0.9685,0.25,0.2721,33.9709,31.0054,97.67,1.0705,1.2,0.0,0.7,1731.53,Efficient Route
Japan,Asia Pacific,Lighting,Bamboo Table Lamp,60,30.7307,0.385,0.3073,0.0,1.0675,0.25,0.137,32.8774,30.0384,97.74,1.0698,1.2,0.0,0.8,1254.43,Efficient Route
Ireland,Europe,Textiles,Hand Block Print Bedsheet Set,38,44.1358,0.756,0.4414,0.0,1.0638,0.32,0.4691,47.186,42.9384,97.28,1.0693,1.6,0.0,0.7,1137.92,Efficient Route
Singapore,Asia Pacific,Rugs,Cotton Dhurrie Rug 3x5ft,203,33.5172,0.56,0.3352,0.0,0.9696,0.25,0.2126,35.8447,32.6221,97.33,1.0693,1.6,0.0,0.7,4110.83,Efficient Route
Ireland,Europe,Kitchen,Ceramic Dinner Set 12pc,47,46.5498,1.05,0.4655,0.0,1.1318,0.32,0.256,49.7732,45.0343,96.74,1.0692,2.1,0.0,0.6,687.43,Efficient Route
Germany,Europe,Kitchen,Ceramic Dinner Set 12pc,205,46.2158,1.05,0.4622,0.0,1.0154,0.32,0.3287,49.3921,44.7036,96.72,1.0689,2.1,0.0,0.6,5748.16,Efficient Route
France,Europe,Textiles,Kantha Quilt Throw Blanket,139,36.6905,0.504,0.3669,0.0,0.9971,0.32,0.3332,39.2117,35.8196,97.62,1.0687,1.3,0.0,0.8,3914.7,Efficient Route
France,Europe,Kitchen,Ceramic Dinner Set 12pc,151,46.0546,1.05,0.4605,0.0,1.01,0.32,0.3177,49.2128,44.544,96.72,1.0685,2.1,0.0,0.7,4060.09,Efficient Route
Netherlands,Europe,Kitchen,Ceramic Dinner Set 12pc,112,45.8486,1.05,0.4585,0.0,0.995,0.32,0.303,48.975,44.3401,96.71,1.0683,2.1,0.0,0.7,3049.6,Efficient Route
UK,Europe,Kitchen,Ceramic Dinner Set 12pc,409,46.0718,1.05,0.4607,0.0,1.0366,0.32,0.2684,49.2075,44.5611,96.72,1.0682,2.1,0.0,0.7,8496.01,Efficient Route
Singapore,Asia Pacific,Lighting,Bamboo Table Lamp,174,30.8101,0.385,0.3081,0.0,0.9991,0.25,0.1394,32.8917,30.117,97.75,1.0677,1.2,0.0,0.8,1882.25,Efficient Route
Italy,Europe,Textiles,Kantha Quilt Throw Blanket,84,36.1543,0.504,0.3615,0.0,0.9557,0.32,0.2929,38.5885,35.2887,97.6,1.0676,1.3,0.0,0.8,1737.92,Efficient Route
Italy,Europe,Kitchen,Ceramic Dinner Set 12pc,72,46.2133,1.05,0.4621,0.0,1.0235,0.32,0.2659,49.3348,44.7012,96.72,1.0676,2.1,0.0,0.6,1601.14,Efficient Route
Spain,Europe,Rugs,Jute Braided Area Rug 4x6ft,74,53.7373,1.344,0.5374,0.0,0.9879,0.32,0.4102,57.3368,51.8559,96.5,1.0674,2.3,0.0,0.6,2914.17,Efficient Route
UK,Europe,Textiles,Hand Block Print Bedsheet Set,409,44.1341,0.756,0.4413,0.0,1.0396,0.32,0.4042,47.0953,42.9368,97.28,1.0671,1.6,0.0,0.7,13152.43,Efficient Route
UK,Europe,Textiles,Kantha Quilt Throw Blanket,402,36.4838,0.504,0.3648,0.0,1.0302,0.32,0.214,38.9169,35.6149,97.62,1.0669,1.3,0.0,0.8,7975.83,Efficient Route
Spain,Europe,Textiles,Hand Block Print Bedsheet Set,79,44.1425,0.756,0.4414,0.0,1.0388,0.32,0.3917,47.0904,42.9451,97.28,1.0668,1.6,0.0,0.7,2094.7,Efficient Route
Italy,Europe,Rugs,Jute Braided Area Rug 4x6ft,77,53.7018,1.344,0.537,0.0,1.0779,0.32,0.301,57.2818,51.8208,96.49,1.0666,2.4,0.0,0.6,1703.73,Efficient Route
Netherlands,Europe,Textiles,Kantha Quilt Throw Blanket,112,36.6666,0.504,0.3667,0.0,1.0255,0.32,0.2011,39.0838,35.7959,97.62,1.0659,1.3,0.0,0.8,1650.03,Efficient Route
UK,Europe,Rugs,Jute Braided Area Rug 4x6ft,398,53.7558,1.344,0.5376,0.0,1.002,0.32,0.3226,57.2819,51.8742,96.5,1.0657,2.4,0.0,0.6,11228.82,Efficient Route
Portugal,Europe,Kitchen,Ceramic Dinner Set 12pc,29,46.3283,1.05,0.4633,0.0,1.0064,0.32,0.1978,49.3657,44.815,96.73,1.0654,2.1,0.0,0.6,569.36,Efficient Route
Sweden,Europe,Textiles,Hand Block Print Bedsheet Set,87,43.9697,0.756,0.4397,0.0,1.0431,0.32,0.3107,46.8391,42.774,97.28,1.0653,1.6,0.0,0.7,2743.42,Efficient Route
Spain,Europe,Kitchen,Ceramic Dinner Set 12pc,81,45.8548,1.05,0.4585,0.0,1.0873,0.32,0.0665,48.8372,44.3463,96.7,1.0652,2.2,0.0,0.7,457.41,Efficient Route
