country,region,category,product_name,fiscal_year,quarter,avg_trends_score,total_search_volume,avg_yoy_growth_pct,total_social_mentions,avg_amazon_bsr,total_demand_units,avg_seasonality_index,demand_classification
Malaysia,Asia Pacific,Kitchen,Bamboo Serving Tray Large,2024,Q2,54.7,844542,22.96,46550,259.0,28188,0.917,📈 Growing
Malaysia,Asia Pacific,Textiles,Hand Block Print Bedsheet Set,2024,Q4,82.8,1294352,22.96,71508,172.0,43226,1.233,📈 Growing
Singapore,Asia Pacific,Decor,Hand Painted Wooden Tray,2024,Q1,57.5,760808,22.96,48881,250.0,29629,1.018,📈 Growing
Malaysia,Asia Pacific,Furniture,Cane Rattan Side Table,2024,Q2,55.0,849422,22.96,49243,258.0,28351,0.917,📈 Growing
Sweden,Europe,Decor,Recycled Glass Vase Set of 2,2024,Q4,82.2,826151,22.95,62375,199.0,37408,1.233,📈 Growing
Saudi Arabia,Middle East,Decor,Macrame Wall Hanging Small,2024,Q4,82.4,1885823,22.95,72690,168.0,44111,1.233,📈 Growing
Germany,Europe,Decor,Macrame Wall Hanging Large,2024,Q1,57.6,1080937,22.95,47840,269.0,27426,1.018,📈 Growing
Australia,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,2024,Q3,65.2,763163,22.94,53987,226.0,32660,1.01,📈 Growing
Ireland,Europe,Decor,Handmade Soy Candle Large,2024,Q3,64.4,574482,22.94,50086,238.0,30976,1.01,📈 Growing
Saudi Arabia,Middle East,Decor,Handmade Paper Photo Frame Set 3,2024,Q3,64.1,1465051,22.94,59068,215.0,34258,1.01,📈 Growing
UK,Europe,Decor,Macrame Plant Hanger Set of 3,2024,Q4,82.9,1944409,22.93,71484,164.0,45510,1.233,📈 Growing
Italy,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q2,54.2,717110,22.93,42028,300.0,24338,0.917,📈 Growing
Germany,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q1,56.7,1063461,22.93,42687,274.0,26985,1.018,📈 Growing
Italy,Europe,Decor,Macrame Plant Hanger Set of 3,2024,Q1,57.9,766612,22.93,40917,284.0,26017,1.018,📈 Growing
Germany,Europe,Garden,Terracotta Planter Set of 3,2024,Q1,57.1,1069745,22.93,44686,272.0,27145,1.018,📈 Growing
Kuwait,Middle East,Storage,Handwoven Jute Storage Basket Large,2024,Q3,64.4,718439,22.93,57317,215.0,34446,1.01,📈 Growing
Kuwait,Middle East,Decor,Hand Painted Wooden Tray,2024,Q3,64.4,717894,22.93,55640,214.0,34420,1.01,📈 Growing
France,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q3,64.5,1006271,22.93,47287,252.0,29280,1.01,📈 Growing
Singapore,Asia Pacific,Decor,Macrame Wall Hanging Small,2024,Q3,64.3,859948,22.92,53905,221.0,33495,1.01,📈 Growing
UK,Europe,Garden,Terracotta Planter Set of 3,2024,Q2,54.8,1270015,22.91,48444,246.0,29713,0.917,📈 Growing
Singapore,Asia Pacific,Decor,Warli Art Wall Plate Set of 3,2024,Q4,82.6,1105609,22.91,71800,173.0,43071,1.233,📈 Growing
Germany,Europe,Lighting,Rattan Pendant Lamp Shade,2024,Q1,58.1,1089939,22.91,44344,267.0,27653,1.018,📈 Growing
UAE,Middle East,Kitchen,Ceramic Dinner Set 12pc,2024,Q1,57.7,1527384,22.91,55140,228.0,32412,1.018,📈 Growing
Netherlands,Europe,Storage,Jute Cotton Laundry Basket,2024,Q4,82.9,971807,22.91,58052,206.0,36051,1.233,📈 Growing
Germany,Europe,Textiles,Kantha Quilt Throw Blanket,2024,Q3,64.7,1225948,22.91,52715,237.0,31106,1.01,📈 Growing
Singapore,Asia Pacific,Decor,Madhubani Art Canvas Print Large,2024,Q1,56.9,753663,22.91,47201,252.0,29349,1.018,📈 Growing
Italy,Europe,Storage,Woven Seagrass Floor Basket,2024,Q3,64.2,858672,22.91,50919,253.0,29154,1.01,📈 Growing
New Zealand,Asia Pacific,Storage,Handwoven Jute Storage Basket Large,2024,Q4,82.8,624562,22.91,67453,187.0,39923,1.233,📈 Growing
France,Europe,Storage,Woven Seagrass Floor Basket,2024,Q3,64.5,1006665,22.9,46073,252.0,29289,1.01,📈 Growing
Saudi Arabia,Middle East,Kitchen,Bamboo Cutting Board Set of 3,2024,Q3,63.6,1454286,22.9,52802,217.0,34007,1.01,📈 Growing
New Zealand,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,2024,Q2,54.7,407078,22.9,44062,281.0,26017,0.917,📈 Growing
Japan,Asia Pacific,Lighting,Bamboo Table Lamp,2024,Q1,57.9,638115,22.9,35523,322.0,22928,1.018,📈 Growing
Australia,Asia Pacific,Textiles,Block Print Cotton Napkin Set of 6,2024,Q4,82.7,969556,22.9,67992,179.0,41508,1.233,📈 Growing
New Zealand,Asia Pacific,Decor,Handmade Soy Candle Large,2024,Q3,63.9,480942,22.89,47473,240.0,30733,1.01,📈 Growing
Netherlands,Europe,Furniture,Cane Rattan Side Table,2024,Q1,57.4,665251,22.89,40726,299.0,24667,1.018,📈 Growing
Malaysia,Asia Pacific,Kitchen,Ceramic Dinner Set 12pc,2024,Q4,83.2,1298734,22.89,72210,171.0,43369,1.233,📈 Growing
USA,North America,Decor,Macrame Plant Hanger Set of 3,2024,Q4,82.5,4233555,22.89,83075,153.0,48549,1.233,📈 Growing
Japan,Asia Pacific,Textiles,Kantha Quilt Throw Blanket,2024,Q4,82.8,924249,22.89,54759,224.0,33233,1.233,📈 Growing
Ireland,Europe,Garden,Terracotta Planter Large,2024,Q4,82.2,734442,22.89,61931,188.0,39617,1.233,📈 Growing
Singapore,Asia Pacific,Textiles,Hand Block Print Bedsheet Set,2024,Q4,83.6,1120119,22.88,71284,170.0,43642,1.233,📈 Growing
Netherlands,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q3,64.3,753231,22.88,47205,264.0,27934,1.01,📈 Growing
Japan,Asia Pacific,Furniture,Cane Rattan Side Table,2024,Q4,82.5,921869,22.88,56827,225.0,33142,1.233,📈 Growing
Australia,Asia Pacific,Kitchen,Ceramic Mug Set of 4,2024,Q2,55.1,637644,22.88,46693,268.0,27284,0.917,📈 Growing
Kuwait,Middle East,Decor,Recycled Glass Vase Set of 2,2024,Q4,83.1,929377,22.88,76747,167.0,44566,1.233,📈 Growing
Japan,Asia Pacific,Decor,Handmade Soy Candle Large,2024,Q4,82.7,922884,22.87,51949,224.0,33183,1.233,📈 Growing
Ireland,Europe,Decor,Recycled Glass Vase Set of 2,2024,Q2,55.6,490627,22.87,43200,277.0,26454,0.917,📈 Growing
UK,Europe,Decor,Recycled Glass Vase Set of 2,2024,Q2,55.7,1289280,22.87,47238,242.0,30170,0.917,📈 Growing
Singapore,Asia Pacific,Garden,Terracotta Planter Large,2024,Q2,55.3,731910,22.87,49657,257.0,28503,0.917,📈 Growing
France,Europe,Decor,Warli Art Wall Plate Set of 3,2024,Q2,54.9,847192,22.87,40745,297.0,24643,0.917,📈 Growing
Netherlands,Europe,Decor,Macrame Wall Hanging Small,2024,Q1,57.6,666524,22.87,40192,300.0,24713,1.018,📈 Growing
UAE,Middle East,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q4,82.2,2199642,22.87,76089,159.0,46700,1.233,📈 Growing
Malaysia,Asia Pacific,Storage,Woven Seagrass Floor Basket,2024,Q1,58.1,896918,22.87,52720,247.0,29940,1.018,📈 Growing
Malaysia,Asia Pacific,Storage,Jute Cotton Laundry Basket,2024,Q1,58.3,899689,22.87,46592,245.0,30035,1.018,📈 Growing
New Zealand,Asia Pacific,Kitchen,Ceramic Mug Set of 4,2024,Q2,55.3,411771,22.87,46142,278.0,26314,0.917,📈 Growing
USA,North America,Decor,Macrame Wall Hanging Large,2024,Q4,83.0,4261208,22.87,76884,152.0,48862,1.233,📈 Growing
Italy,Europe,Decor,Hand Painted Wooden Bowl,2024,Q3,64.9,867797,22.86,49277,250.0,29457,1.01,📈 Growing
Singapore,Asia Pacific,Decor,Brass Tealight Holder Set of 4,2024,Q2,55.4,733355,22.86,49825,256.0,28559,0.917,📈 Growing
Kuwait,Middle East,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q4,82.9,924487,22.86,76115,167.0,44334,1.233,📈 Growing
France,Europe,Garden,Terracotta Planter Large,2024,Q1,57.7,891199,22.86,40462,285.0,25926,1.018,📈 Growing
New Zealand,Asia Pacific,Storage,Jute Cotton Laundry Basket,2024,Q4,81.3,612231,22.86,64941,190.0,39140,1.233,📈 Growing
Portugal,Europe,Decor,Warli Art Wall Plate Set of 3,2024,Q3,64.8,505833,22.86,43882,275.0,26835,1.01,📈 Growing
Canada,North America,Decor,Handmade Soy Candle Set of 3,2024,Q1,57.8,988422,22.86,51662,242.0,30563,1.018,📈 Growing
Netherlands,Europe,Lighting,Rattan Pendant Lamp Shade,2024,Q2,55.2,639170,22.86,40952,309.0,23697,0.917,📈 Growing
Japan,Asia Pacific,Decor,Hand Painted Wooden Tray,2024,Q1,57.4,632674,22.86,37922,325.0,22733,1.018,📈 Growing
Saudi Arabia,Middle East,Decor,Madhubani Art Canvas Print Large,2024,Q3,63.9,1460589,22.86,58890,216.0,34156,1.01,📈 Growing
Malaysia,Asia Pacific,Decor,Madhubani Art Canvas Print Large,2024,Q2,55.1,850314,22.86,50030,258.0,28382,0.917,📈 Growing
Portugal,Europe,Textiles,Block Print Cotton Table Runner,2024,Q4,82.6,645221,22.86,57817,217.0,34240,1.233,📈 Growing
Kuwait,Middle East,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q3,63.5,708609,22.86,57626,217.0,33972,1.01,📈 Growing
Singapore,Asia Pacific,Rugs,Jute Braided Area Rug 2x3ft,2024,Q2,54.9,726316,22.86,47044,258.0,28281,0.917,📈 Growing
Germany,Europe,Storage,Jute Cotton Laundry Basket,2024,Q2,55.5,1040182,22.86,43746,277.0,26391,0.917,📈 Growing
UK,Europe,Textiles,Block Print Cotton Table Runner,2024,Q3,65.6,1535557,22.85,63336,206.0,35930,1.01,📈 Growing
Kuwait,Middle East,Kitchen,Teak Wood Salad Bowl Large,2024,Q2,55.2,609262,22.85,46669,250.0,29197,0.917,📈 Growing
Italy,Europe,Kitchen,Copper Water Bottle 750ml,2024,Q4,82.8,1108184,22.85,59247,198.0,37637,1.233,📈 Growing
Canada,North America,Decor,Madhubani Art Canvas Print Large,2024,Q3,64.7,1118415,22.85,57822,214.0,34587,1.01,📈 Growing
Japan,Asia Pacific,Kitchen,Teak Wood Salad Bowl Large,2024,Q2,55.5,612527,22.85,38351,333.0,22007,0.917,📈 Growing
Germany,Europe,Storage,Handwoven Jute Storage Basket Large,2024,Q2,55.6,1041735,22.85,44035,276.0,26431,0.917,📈 Growing
Japan,Asia Pacific,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q4,82.8,924285,22.84,54481,223.0,33226,1.233,📈 Growing
UAE,Middle East,Storage,Handwoven Jute Storage Basket Small,2024,Q4,82.8,2218598,22.84,77958,158.0,47098,1.233,📈 Growing
Germany,Europe,Kitchen,Bamboo Cutting Board Set of 3,2024,Q4,82.3,1561597,22.84,63574,188.0,39638,1.233,📈 Growing
USA,North America,Textiles,Hand Block Print Bedsheet Set,2024,Q4,83.6,4288548,22.84,79502,151.0,49181,1.233,📈 Growing
South Africa,Africa,Kitchen,Copper Water Bottle 1L,2024,Q4,82.2,733502,22.84,57046,208.0,35713,1.233,📈 Growing
Singapore,Asia Pacific,Textiles,Kantha Quilt Throw Blanket,2024,Q2,55.4,733142,22.84,45970,256.0,28550,0.917,📈 Growing
Netherlands,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q4,83.2,975149,22.84,57127,206.0,36181,1.233,📈 Growing
Australia,Asia Pacific,Decor,Brass Tealight Holder Set of 4,2024,Q2,55.0,636443,22.84,42266,268.0,27231,0.917,📈 Growing
South Africa,Africa,Decor,Handmade Soy Candle Set of 3,2024,Q1,57.7,509313,22.83,36555,297.0,24787,1.018,📈 Growing
Germany,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q3,64.2,1217408,22.83,50190,239.0,30888,1.01,📈 Growing
Netherlands,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q3,64.7,757684,22.83,46698,263.0,28099,1.01,📈 Growing
Saudi Arabia,Middle East,Textiles,Block Print Cotton Table Runner,2024,Q1,57.1,1291209,22.83,47657,244.0,30189,1.018,📈 Growing
Spain,Europe,Decor,Handmade Soy Candle Large,2024,Q3,65.2,799858,22.83,48216,261.0,28309,1.01,📈 Growing
Italy,Europe,Decor,Hand Painted Wooden Tray,2024,Q1,58.1,768294,22.83,43875,282.0,26080,1.018,📈 Growing
South Africa,Africa,Storage,Jute Cotton Laundry Basket,2024,Q2,54.9,484622,22.82,39225,310.0,23579,0.917,📈 Growing
New Zealand,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q1,58.1,432416,22.82,45293,267.0,27628,1.018,📈 Growing
Spain,Europe,Storage,Handwoven Jute Storage Basket Large,2024,Q2,54.9,666375,22.82,39966,310.0,23582,0.917,📈 Growing
Portugal,Europe,Decor,Handmade Soy Candle Set of 3,2024,Q3,64.4,502881,22.82,46324,276.0,26683,1.01,📈 Growing
UK,Europe,Decor,Macrame Wall Hanging Large,2024,Q3,64.5,1510673,22.82,58695,209.0,35347,1.01,📈 Growing
South Africa,Africa,Garden,Terracotta Planter Large,2024,Q4,82.7,738416,22.81,60654,207.0,35959,1.233,📈 Growing
UAE,Middle East,Furniture,Cane Rattan Side Table,2024,Q1,57.3,1517142,22.81,51376,229.0,32192,1.018,📈 Growing
USA,North America,Decor,Handmade Soy Candle Large,2024,Q2,55.3,2804413,22.81,57516,227.0,32143,0.917,📈 Growing
Saudi Arabia,Middle East,Decor,Recycled Glass Vase Set of 2,2024,Q1,58.0,1311681,22.81,52509,240.0,30665,1.018,📈 Growing
Canada,North America,Lighting,Bamboo Table Lamp,2024,Q1,57.1,976889,22.81,49869,244.0,30208,1.018,📈 Growing
Malaysia,Asia Pacific,Decor,Hand Painted Wooden Tray,2024,Q3,64.1,1000937,22.81,54154,221.0,33415,1.01,📈 Growing
Spain,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q2,55.5,672960,22.81,36918,307.0,23814,0.917,📈 Growing
South Africa,Africa,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q4,82.8,739281,22.81,60525,207.0,35997,1.233,📈 Growing
UK,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q1,57.3,1326255,22.81,48415,238.0,31029,1.018,📈 Growing
Italy,Europe,Kitchen,Copper Water Bottle 1L,2024,Q3,64.6,864845,22.81,48573,251.0,29359,1.01,📈 Growing
Germany,Europe,Textiles,Hand Block Print Bedsheet Set,2024,Q2,55.2,1035536,22.81,44786,278.0,26271,0.917,📈 Growing
Ireland,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q2,55.4,488497,22.81,45509,278.0,26338,0.917,📈 Growing
New Zealand,Asia Pacific,Textiles,Block Print Cotton Table Runner,2024,Q2,55.3,411558,22.81,44056,278.0,26293,0.917,📈 Growing
Kuwait,Middle East,Garden,Terracotta Planter Set of 3,2024,Q1,58.3,643333,22.81,51494,239.0,30831,1.018,📈 Growing
Italy,Europe,Storage,Jute Cotton Laundry Basket,2024,Q1,57.3,758282,22.81,42476,286.0,25743,1.018,📈 Growing
New Zealand,Asia Pacific,Decor,Warli Art Wall Plate Set of 3,2024,Q4,82.8,623215,22.81,64172,187.0,39837,1.233,📈 Growing
Australia,Asia Pacific,Bath,Bamboo Toothbrush Holder Set,2024,Q2,55.3,640600,22.81,44742,266.0,27409,0.917,📈 Growing
UAE,Middle East,Decor,Hand Painted Wooden Tray,2024,Q4,82.0,2195812,22.8,78038,160.0,46614,1.233,📈 Growing
South Africa,Africa,Decor,Macrame Wall Hanging Large,2024,Q3,64.6,575895,22.8,46070,264.0,28031,1.01,📈 Growing
Saudi Arabia,Middle East,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q2,55.2,1248211,22.8,48938,251.0,29182,0.917,📈 Growing
Malaysia,Asia Pacific,Kitchen,Ceramic Dinner Set 12pc,2024,Q1,57.7,891458,22.8,47305,248.0,29757,1.018,📈 Growing
Spain,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q4,82.4,1010935,22.8,56648,208.0,35794,1.233,📈 Growing
Kuwait,Middle East,Storage,Handwoven Jute Storage Basket Large,2024,Q2,55.2,609336,22.8,43672,250.0,29209,0.917,📈 Growing
Ireland,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q3,63.7,568243,22.8,50222,241.0,30643,1.01,📈 Growing
Sweden,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q4,82.7,830423,22.8,60872,198.0,37604,1.233,📈 Growing
Germany,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q2,54.9,1030082,22.8,44105,280.0,26133,0.917,📈 Growing
South Africa,Africa,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q2,55.2,487250,22.8,39145,308.0,23710,0.917,📈 Growing
Canada,North America,Decor,Recycled Glass Vase Set of 2,2024,Q3,64.3,1112129,22.79,54919,215.0,34398,1.01,📈 Growing
Singapore,Asia Pacific,Decor,Macrame Wall Hanging Large,2024,Q1,57.3,757904,22.79,48066,250.0,29516,1.018,📈 Growing
Germany,Europe,Decor,Macrame Plant Hanger Set of 3,2024,Q4,82.7,1568262,22.79,63045,187.0,39811,1.233,📈 Growing
Malaysia,Asia Pacific,Decor,Jute Rope Mirror Frame Round,2024,Q2,55.7,860490,22.79,46171,255.0,28723,0.917,📈 Growing
Spain,Europe,Decor,Handmade Soy Candle Large,2024,Q1,56.8,689500,22.79,39239,303.0,24402,1.018,📈 Growing
Saudi Arabia,Middle East,Bath,Bamboo Toothbrush Holder Set,2024,Q1,57.1,1292101,22.79,47723,245.0,30213,1.018,📈 Growing
Spain,Europe,Garden,Terracotta Planter Large,2024,Q2,54.8,665360,22.79,38572,310.0,23547,0.917,📈 Growing
USA,North America,Decor,Brass Tealight Holder Set of 4,2024,Q4,82.1,4215141,22.79,77642,154.0,48337,1.233,📈 Growing
Netherlands,Europe,Storage,Handwoven Jute Storage Basket Large,2024,Q3,63.9,748570,22.79,47172,266.0,27759,1.01,📈 Growing
Saudi Arabia,Middle East,Garden,Terracotta Planter Set of 3,2024,Q1,57.6,1303039,22.79,52811,243.0,30472,1.018,📈 Growing
Australia,Asia Pacific,Kitchen,Teak Wood Salad Bowl Large,2024,Q2,55.3,640636,22.79,47360,267.0,27413,0.917,📈 Growing
Portugal,Europe,Decor,Macrame Plant Hanger Set of 3,2024,Q3,63.7,497388,22.78,43201,280.0,26395,1.01,📈 Growing
Spain,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q4,82.6,1014907,22.78,58742,207.0,35937,1.233,📈 Growing
Japan,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,2024,Q1,57.6,635841,22.78,38232,324.0,22846,1.018,📈 Growing
South Africa,Africa,Storage,Jute Cotton Laundry Basket,2024,Q1,57.6,508346,22.78,39365,298.0,24738,1.018,📈 Growing
South Africa,Africa,Decor,Warli Art Wall Plate Set of 3,2024,Q3,64.3,573774,22.78,46149,264.0,27928,1.01,📈 Growing
France,Europe,Storage,Handwoven Jute Storage Basket Small,2024,Q2,55.4,855625,22.78,39701,294.0,24895,0.917,📈 Growing
Malaysia,Asia Pacific,Furniture,Cane Rattan Side Table,2024,Q1,57.4,885738,22.77,49703,250.0,29563,1.018,📈 Growing
Australia,Asia Pacific,Decor,Handmade Soy Candle Large,2024,Q3,64.4,753977,22.77,48765,229.0,32270,1.01,📈 Growing
Netherlands,Europe,Bath,Bamboo Toothbrush Holder Set,2024,Q4,83.6,979413,22.77,60707,205.0,36334,1.233,📈 Growing
Ireland,Europe,Decor,Handmade Soy Candle Set of 3,2024,Q4,82.4,734641,22.77,68471,188.0,39624,1.233,📈 Growing
Saudi Arabia,Middle East,Decor,Recycled Glass Vase Set of 2,2024,Q3,64.5,1474713,22.77,54823,214.0,34486,1.01,📈 Growing
Australia,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,2024,Q1,58.1,672613,22.77,47304,256.0,28783,1.018,📈 Growing
Saudi Arabia,Middle East,Kitchen,Teak Wood Cheese Board,2024,Q1,58.0,1311076,22.77,51412,240.0,30657,1.018,📈 Growing
South Africa,Africa,Kitchen,Ceramic Dinner Set 12pc,2024,Q4,83.0,740233,22.76,59573,206.0,36044,1.233,📈 Growing
USA,North America,Furniture,Cane Rattan Side Table,2024,Q3,64.0,3281870,22.76,62551,196.0,37622,1.01,📈 Growing
Netherlands,Europe,Decor,Warli Art Wall Plate Set of 3,2024,Q4,82.8,971857,22.76,57811,207.0,36051,1.233,📈 Growing
Ireland,Europe,Kitchen,Copper Water Bottle 1L,2024,Q3,64.0,570739,22.76,50440,240.0,30778,1.01,📈 Growing
New Zealand,Asia Pacific,Kitchen,Copper Water Bottle 1L,2024,Q2,55.4,412762,22.76,44598,277.0,26376,0.917,📈 Growing
France,Europe,Decor,Warli Art Wall Plate Set of 3,2024,Q3,63.7,994949,22.76,48507,255.0,28951,1.01,📈 Growing
Kuwait,Middle East,Kitchen,Ceramic Mug Set of 4,2024,Q4,82.9,925604,22.76,73135,168.0,44382,1.233,📈 Growing
Kuwait,Middle East,Decor,Handmade Paper Photo Frame Set 3,2024,Q3,64.3,716600,22.76,58039,215.0,34356,1.01,📈 Growing
Portugal,Europe,Decor,Warli Art Wall Plate Set of 3,2024,Q2,55.3,426988,22.76,37385,323.0,22651,0.917,📈 Growing
Australia,Asia Pacific,Decor,Recycled Glass Vase Set of 2,2024,Q1,57.5,665770,22.76,51181,259.0,28491,1.018,📈 Growing
Sweden,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q2,55.5,550879,22.76,41942,293.0,24929,0.917,📈 Growing
USA,North America,Kitchen,Teak Wood Salad Bowl Large,2024,Q3,64.6,3311363,22.75,59053,195.0,37966,1.01,📈 Growing
New Zealand,Asia Pacific,Decor,Jute Rope Mirror Frame Round,2024,Q4,83.0,624915,22.75,61674,186.0,39954,1.233,📈 Growing
Singapore,Asia Pacific,Textiles,Block Print Cotton Table Runner,2024,Q2,54.8,725271,22.75,47997,259.0,28242,0.917,📈 Growing
Singapore,Asia Pacific,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q4,81.9,1096197,22.75,72200,174.0,42708,1.233,📈 Growing
Japan,Asia Pacific,Textiles,Hand Block Print Bedsheet Set,2024,Q4,82.7,923412,22.75,55139,224.0,33196,1.233,📈 Growing
Singapore,Asia Pacific,Storage,Handwoven Jute Storage Basket Small,2024,Q4,83.0,1112588,22.75,74715,172.0,43345,1.233,📈 Growing
Malaysia,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q2,55.2,852699,22.74,44460,257.0,28457,0.917,📈 Growing
Netherlands,Europe,Lighting,Rattan Pendant Lamp Shade,2024,Q3,64.7,757141,22.74,47078,263.0,28079,1.01,📈 Growing
Australia,Asia Pacific,Decor,Handmade Paper Photo Frame Set 3,2024,Q1,57.1,661105,22.74,44440,261.0,28291,1.018,📈 Growing
Canada,North America,Kitchen,Bamboo Serving Tray Large,2024,Q2,55.3,945635,22.74,46715,250.0,29241,0.917,📈 Growing
New Zealand,Asia Pacific,Kitchen,Teak Wood Cheese Board,2024,Q3,63.9,481207,22.74,54190,240.0,30757,1.01,📈 Growing
Ireland,Europe,Decor,Hand Painted Wooden Tray,2024,Q4,82.7,737802,22.74,64318,187.0,39801,1.233,📈 Growing
Spain,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q2,54.7,663754,22.74,38875,311.0,23484,0.917,📈 Growing
Spain,Europe,Decor,Macrame Wall Hanging Small,2024,Q3,64.1,786644,22.74,44473,265.0,27847,1.01,📈 Growing
Portugal,Europe,Textiles,Hand Block Print Bedsheet Set,2024,Q1,57.7,445750,22.74,40465,312.0,23648,1.018,📈 Growing
France,Europe,Textiles,Kantha Quilt Throw Blanket,2024,Q4,83.3,1300370,22.73,62994,196.0,37851,1.233,📈 Growing
Italy,Europe,Kitchen,Ceramic Dinner Set 12pc,2024,Q1,57.8,764598,22.73,45692,285.0,25948,1.018,📈 Growing
Australia,Asia Pacific,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q4,82.9,971588,22.73,69295,179.0,41598,1.233,📈 Growing
Italy,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q1,58.3,772083,22.73,42435,281.0,26208,1.018,📈 Growing
UAE,Middle East,Decor,Macrame Wall Hanging Small,2024,Q3,63.9,1710603,22.73,59017,203.0,36304,1.01,📈 Growing
Ireland,Europe,Kitchen,Teak Wood Cheese Board,2024,Q4,81.9,731252,22.73,63712,188.0,39445,1.233,📈 Growing
New Zealand,Asia Pacific,Bath,Bamboo Toothbrush Holder Set,2024,Q4,82.8,623387,22.73,69266,187.0,39845,1.233,📈 Growing
South Africa,Africa,Garden,Terracotta Planter Set of 3,2024,Q3,64.4,574500,22.73,42885,264.0,27959,1.01,📈 Growing
South Africa,Africa,Storage,Handwoven Jute Storage Basket Small,2024,Q1,57.1,504159,22.73,39529,301.0,24537,1.018,📈 Growing
Australia,Asia Pacific,Textiles,Hand Block Print Bedsheet Set,2024,Q3,64.1,750248,22.73,51645,230.0,32112,1.01,📈 Growing
